,coin,exchange
1466,VITE,"['Binance', 'Bittrex', 'Uniswap (v3)']"
1467,METAP,['PancakeSwap']
1468,DCN,"['HitBTC', 'Sushiswap']"
1469,COSMIC,['PancakeSwap']
1470,KS,['PancakeSwap']
1471,CIFI,['PancakeSwap']
1472,ISHND,['PancakeSwap']
1473,$DPACE,['PancakeSwap']
1474,IST,['Bitforex']
1475,UBTC,['Liquid']
1476,STARS,['Uniswap (v2)']
1477,RTC,['PancakeSwap']
1478,NXT,"['EXX', 'PancakeSwap', 'Upbit']"
1479,bct,['Uniswap (v2)']
1480,UIM,['PancakeSwap']
1481,BOND,"['Uniswap (v2)', 'Uniswap (v2)', 'Binance', 'Binance', 'Sushiswap']"
1482,BABYFLOKI,['PancakeSwap']
1483,rocketfi,"['PancakeSwap', 'PancakeSwap']"
1484,QUICK,"['Binance', 'Uniswap (v3)']"
1485,MUSK,"['Uniswap (v2)', 'Uniswap (v2)']"
1486,DOP,['Uniswap (v3)']
1487,PLAT,['Bitforex']
1488,roemp,['PancakeSwap']
1489,CEEK,"['Uniswap (v2)', 'Uniswap (v3)', 'Huobi Global']"
1490,VIA,"['YoBit', 'Poloniex', 'Bittrex']"
1491,NRG,"['CoinEx', 'KuCoin']"
1492,HOTCROSS,"['PancakeSwap', 'Sushiswap', 'Uniswap (v3)']"
1493,PAKK,['Uniswap (v2)']
1494,TMT,"['Hotbit', 'PancakeSwap', 'Gatecoin']"
1495,BULL,['Binance']
1496,TAP,['PancakeSwap']
1497,ESC,['PancakeSwap']
1498,SWIRL,['PancakeSwap']
1499,FIRA,"['Sushiswap', 'Sushiswap']"
1500,EKT,['Huobi Global']
1501,BDC,['PancakeSwap']
1502,DBA,"['PancakeSwap', 'PancakeSwap']"
1503,CFC,['YoBit']
1504,AUD,"['Currency.com', 'Kraken', 'Currency.com']"
1505,BTSG,"['Uniswap (v2)', 'Uniswap (v3)']"
1506,KLEE,['Uniswap (v2)']
1507,COIL,['Uniswap (v2)']
1508,rusd,['PancakeSwap']
1509,VRM,['Bittrex']
1510,BLOVELY,"['PancakeSwap', 'PancakeSwap']"
1511,UUNICLY,['Uniswap (v2)']
1512,PLANET,['YoBit']
1513,VST,['PancakeSwap']
1514,AI,['Uniswap (v3)']
1515,HQX,"['YoBit', 'HitBTC']"
1516,PNT,"['HitBTC', 'HitBTC', 'Balancer (v2)', 'KuCoin']"
1517,ZIP,"['EXX', 'EXX', 'OKEx', 'OKEx']"
1518,HSF,['Uniswap (v3)']
1519,BIRD,"['Uniswap (v2)', 'Uniswap (v2)']"
1520,KIF,['Uniswap (v2)']
1521,RADR,['PancakeSwap']
1522,ZPT,"['HitBTC', 'HitBTC']"
1523,MAPS,['FTX']
1524,DLD,['PancakeSwap']
1525,SHIBGF,['Uniswap (v2)']
1526,AUSD,['PancakeSwap']
1527,DVP,['Uniswap (v3)']
1528,MEC,['Bittrex']
1529,PPAY,"['Uniswap (v2)', 'Uniswap (v2)']"
1530,BAS,['Uniswap (v2)']
1531,XIO,"['Uniswap (v2)', 'Trader Joe', 'Uniswap (v2)']"
1532,QANX,"['PancakeSwap', 'PancakeSwap']"
1533,ARDR,"['CoinEx', 'EXX', 'Binance']"
1534,fitn,['PancakeSwap']
1535,$DOGEALLY,"['Apeswap', 'Apeswap']"
1536,FORCE,"['Uniswap (v2)', 'Sushiswap']"
1537,ffa,['PancakeSwap']
1538,SQM,['PancakeSwap']
1539,DADI,"['Uniswap (v2)', 'HitBTC']"
1540,WILC,['Uniswap (v2)']
1541,FLOKIM,"['PancakeSwap', 'PancakeSwap']"
1542,IOI,"['PancakeSwap', 'Uniswap (v3)']"
1543,OPUL,['PancakeSwap']
1544,NIF,"['Uniswap (v3)', 'Uniswap (v3)']"
1545,VALUE,"['Uniswap (v2)', 'Huobi Global']"
1546,POOP,"['SpiritSwap', 'SpookySwap', 'SpookySwap']"
1547,BIGETH,['PancakeSwap']
1548,bln,['PancakeSwap']
1549,jet,['PancakeSwap']
1550,ARES,"['Uniswap (v2)', 'Uniswap (v2)']"
1551,HEDG,"['Bittrex', 'Bancor']"
1552,MATH,['FTX']
1553,FDM,['PancakeSwap']
1554,dcar,['Trader Joe']
1555,OMI,['Bitforex']
1556,TSAR,['PancakeSwap']
1557,PERX,['Sushiswap']
1558,moceans,['PancakeSwap']
1559,HIVE,"['Binance', 'Binance', 'Bithumb']"
1560,SKILL,['Apeswap']
1561,TRST,['HitBTC']
1562,MOIN,['YoBit']
1563,ZEE,"['PancakeSwap', 'Uniswap (v2)']"
1564,TNNS,['Apeswap']
1565,DDOS,"['Uniswap (v2)', 'PancakeSwap']"
1566,MAN,"['Ethfinex', 'Bitfinex', 'Huobi Global', 'HitBTC']"
1567,EXRN,"['Hotbit', 'Hotbit']"
1568,QWLA,['Uniswap (v2)']
1569,dc,"['Uniswap (v2)', 'PancakeSwap']"
1570,UBEX,"['Uniswap (v3)', 'Bitforex', 'Uniswap (v3)', 'Uniswap (v2)']"
1571,SHARE,['Uniswap (v2)']
1572,XHV,['CoinEx']
1573,SHINNOSUKE,['Uniswap (v2)']
1574,ROYA,['Uniswap (v2)']
1575,YFKA,['Uniswap (v2)']
1576,ABI,['Uniswap (v2)']
1577,TCAP,['Uniswap (v2)']
1578,FUSE,"['PancakeSwap', 'PancakeSwap']"
1579,BSHARE,['SpookySwap']
1580,GMB,['Uniswap (v2)']
1581,WHALEFARM,['PancakeSwap']
1582,TSC,['PancakeSwap']
1583,ARNO,['Uniswap (v3)']
1584,GTC,"['Balancer (v2)', 'Huobi Global', 'Uniswap (v2)']"
1585,DEFIDO,['PancakeSwap']
1586,FREN,['PancakeSwap']
1587,AUSDC,['Curve']
1588,cplt,['PancakeSwap']
1589,GMR,"['PancakeSwap', 'Apeswap']"
1590,UTNP,['HitBTC']
1591,SWINGBY,"['Poloniex', 'Sushiswap', 'Poloniex']"
1592,TACO,['Uniswap (v2)']
1593,spacepi,"['PancakeSwap', 'PancakeSwap']"
1594,TAG,"['PancakeSwap', 'PancakeSwap', 'BTC38']"
1595,TXL,"['Sushiswap', 'PancakeSwap', 'Apeswap', 'Sushiswap']"
1596,HMR,"['Bitforex', 'BTC-Alpha']"
1597,BANK,"['Uniswap (v3)', 'Uniswap (v2)']"
1598,BXR,['Uniswap (v2)']
1599,NULS,"['EXX', 'Huobi Global']"
1600,CHR,"['Upbit', 'Bithumb', 'Binance', 'Binance', 'Huobi Global', 'HitBTC']"
1601,GAT,['Gatecoin']
1602,FLL,['Uniswap (v2)']
1603,dop,['PancakeSwap']
1604,MAX,['YoBit']
1605,PULSEMOON,['PancakeSwap']
1606,meer,['PancakeSwap']
1607,CPC,['YoBit']
1608,KANA,['PancakeSwap']
1609,PSG,"['Binance', 'Binance']"
1610,GMI,['PancakeSwap']
1611,KEN,['Uniswap (v2)']
1612,mhunt,"['PancakeSwap', 'Apeswap']"
1613,DCIP,['PancakeSwap']
1614,NCASH,"['Huobi Global', 'Bitfinex', 'Ethfinex']"
1615,BABY,['PancakeSwap']
1616,SAKE,['Uniswap (v2)']
1617,BENJI,['YoBit']
1618,O3,['Bittrex']
1619,DODO,"['Binance', 'CoinEx']"
1620,SPANK,"['Uniswap (v3)', 'Ethfinex', 'Uniswap (v2)', 'Bitfinex']"
1621,PIN,['PancakeSwap']
1622,LCX,"['Uniswap (v2)', 'Coinbase Exchange', 'Coinbase Exchange']"
1623,VPAD,['Uniswap (v3)']
1624,VLD,['Uniswap (v2)']
1625,CHAT,"['Huobi Global', 'HitBTC']"
1626,PHL,['PancakeSwap']
1627,DTA,"['Huobi Global', 'Ethfinex']"
1628,SHIP,['HitBTC']
1629,OAX,"['HitBTC', 'Uniswap (v2)']"
1630,BFG,['PancakeSwap']
1631,LUNC,"['Binance', 'OKEx', 'CoinEx', 'Bittrex', 'Huobi Global', 'CoinEx', 'BigONE']"
1632,BGO,['PancakeSwap']
1633,PLACE,['PancakeSwap']
1634,CVXCRV,"['Uniswap (v3)', 'Sushiswap']"
1635,UNDG,['Uniswap (v2)']
1636,lmu,['PancakeSwap']
1637,SYF,['SpookySwap']
1638,gymnet,['PancakeSwap']
1639,WGMI,['Uniswap (v2)']
1640,SYFI,['Uniswap (v2)']
1641,ATD,['Uniswap (v2)']
1642,BYTZ,['Uniswap (v3)']
1643,TERN,"['Bitforex', 'Bitforex']"
1644,CARDS,"['Uniswap (v3)', 'Sushiswap']"
1645,CARD,['CoinEx']
1646,LSWAP,['PancakeSwap']
1647,CHG,['PancakeSwap']
1648,RFOX,"['Liquid', 'PancakeSwap']"
1649,TF,['PancakeSwap']
1650,AMM,"['YoBit', 'EXX']"
1651,JUNGLE,['Uniswap (v2)']
1652,XMN,"['PancakeSwap', 'PancakeSwap', 'PancakeSwap']"
1653,HBEE,['PancakeSwap']
1654,mon,['PancakeSwap']
1655,COMB,['Uniswap (v2)']
1656,mt3,['PancakeSwap']
1657,COLL,['Uniswap (v3)']
1658,JGBP,['Sushiswap']
1659,KCLP,['PancakeSwap']
1660,ALLBI,['PancakeSwap']
1661,INV,['Sushiswap']
1662,rtw,['PancakeSwap']
1663,DOGO,['PancakeSwap']
1664,SPACEDOGE,"['Uniswap (v2)', 'Uniswap (v2)']"
1665,SUSHIBA,['PancakeSwap']
1666,UMB,"['PancakeSwap', 'Sushiswap']"
1667,BUND,['Uniswap (v2)']
1668,FICO,['Uniswap (v2)']
1669,IOTE,['BigONE']
1670,EARNX,['PancakeSwap']
1671,SYS,"['BTC38', 'Poloniex', 'CoinEx']"
1672,MONSTR,['Uniswap (v2)']
1673,QUSD,['Uniswap (v2)']
1674,KANGAL,['Uniswap (v2)']
1675,TAK,['YoBit']
1676,POP,['Sushiswap']
1677,USDF,['Uniswap (v2)']
1678,RLOKI,['PancakeSwap']
1679,XCH,"['CoinEx', 'OKEx', 'HitBTC']"
1680,assa,['PancakeSwap']
1681,BCDT,['Uniswap (v2)']
1682,AXL,['Uniswap (v2)']
1683,SCARE,"['SpookySwap', 'SpookySwap']"
1684,ECOT,['PancakeSwap']
1685,YFII,"['Sushiswap', 'Binance']"
1686,AIOZ,"['Uniswap (v2)', 'Coinbase Exchange', 'PancakeSwap', 'PancakeSwap']"
1687,CLOAK,['Binance']
1688,ZNE,['YoBit']
1689,RARE,"['Balancer (v2)', 'Sushiswap']"
1690,PAL,"['PancakeSwap', 'KuCoin']"
1691,IDTT,['Uniswap (v3)']
1692,JUSTICE,['Balancer (v2)']
1693,land,['PancakeSwap']
1694,SCAM,['PancakeSwap']
1695,NXL,"['Sushiswap', 'Uniswap (v2)']"
1696,xbx,['PancakeSwap']
1697,BMI,['Uniswap (v2)']
1698,WANA,['PancakeSwap']
1699,ARGO,['Uniswap (v3)']
1700,zpro,['PancakeSwap']
1701,EVED,"['Bitforex', 'Uniswap (v3)']"
1702,YFV,['Uniswap (v2)']
1703,MAHA,"['Uniswap (v2)', 'Uniswap (v3)']"
1704,METADOGE,"['Uniswap (v2)', 'Uniswap (v3)']"
1705,XWG,['PancakeSwap']
1706,KOMBAT,"['Sushiswap', 'PancakeSwap']"
1707,XCN,['Coinbase Exchange']
1708,RAI,"['Trader Joe', 'Balancer (v2)', 'Curve', 'Huobi Global']"
1709,SHICO,"['PancakeSwap', 'PancakeSwap']"
1710,NST,['Sushiswap']
1711,BLO,['Uniswap (v3)']
1712,ELI,['PancakeSwap']
1713,BNA,['Uniswap (v3)']
1714,LMN,['Apeswap']
1715,WAD,['PancakeSwap']
1716,PUR,['PancakeSwap']
1717,BBO,['Bancor']
1718,lkr,['Uniswap (v3)']
1719,BELT,['PancakeSwap']
1720,PHOON,['Sushiswap']
1721,CAVO,"['Uniswap (v2)', 'Sushiswap']"
1722,NFTFY,['Uniswap (v2)']
1723,METAMUSK,['PancakeSwap']
1724,PUNDIX,"['CoinEx', 'Bithumb']"
1725,XGDAO,['Uniswap (v2)']
1726,EPS,['Apeswap']
1727,KINO,['PancakeSwap']
1728,WOO,"['Sushiswap', 'Binance', 'Kraken']"
1729,MED,['Bittrex']
1730,GAMINGDOGE,['PancakeSwap']
1731,SMSCT,['Sushiswap']
1732,3SHARE,['SpookySwap']
1733,WIMI,['PancakeSwap']
1734,EDRC,['YoBit']
1735,LOOT,['PancakeSwap']
1736,CPT,['HitBTC']
1737,SENT,"['YoBit', 'YoBit', 'Hotbit']"
1738,luck,['PancakeSwap']
1739,GYEN,['Coinbase Exchange']
1740,UUU,"['Huobi Global', 'Huobi Global']"
1741,CNET,['Allcoin']
1742,cnt,['PancakeSwap']
1743,BEZ,['HitBTC']
1744,MITH,"['Binance DEX', 'HitBTC', 'Bitfinex']"
1745,FLM,"['Bit-Z', 'Binance']"
1746,THECITADEL,['Uniswap (v2)']
1747,SDT,['Uniswap (v3)']
1748,GST,"['PancakeSwap', 'HitBTC']"
1749,AR,"['Binance', 'Binance']"
1750,ylf,['PancakeSwap']
1751,ITC,['Huobi Global']
1752,PFTM,['SpookySwap']
1753,ETNA,['PancakeSwap']
1754,UNCL,['PancakeSwap']
1755,PIVX,"['Binance', 'Upbit']"
1756,WAL,['Uniswap (v2)']
1757,PIGX,['Uniswap (v2)']
1758,WMEMO,['SpiritSwap']
1759,RFUEL,['Uniswap (v2)']
1760,NAMI,['Uniswap (v2)']
1761,innit,['Uniswap (v2)']
1762,EVE,['Hotbit']
1763,BSCPAD,['Sushiswap']
1764,DMC,['PancakeSwap']
1765,EGAME,['Uniswap (v3)']
1766,IDT,['BigONE']
1767,topg,['PancakeSwap']
1768,SLD,"['PancakeSwap', 'Uniswap (v3)']"
1769,SAFEBTC,['PancakeSwap']
1770,KMON,['PancakeSwap']
1771,rktn,['Uniswap (v2)']
1772,IPC,"['Bitforex', 'EXX', 'EXX']"
1773,S4F,['PancakeSwap']
1774,PRE,"['KuCoin', 'HitBTC']"
1775,siu,['PancakeSwap']
1776,DUEL,['PancakeSwap']
1777,MET,"['Bittrex', 'Sushiswap']"
1778,CRYP,['PancakeSwap']
1779,gal,['PancakeSwap']
1780,movez,"['PancakeSwap', 'PancakeSwap']"
1781,jcr,['Uniswap (v3)']
1782,MX,['Huobi Global']
1783,QBT,['PancakeSwap']
1784,wallphy,['Uniswap (v2)']
1785,COOL,['Balancer (v2)']
1786,LGB,['Sushiswap']
1787,PLU,"['Uniswap (v2)', 'Bitfinex']"
1788,SRC,['BTC38']
1789,SHIBAFI,['PancakeSwap']
1790,GEC,['PancakeSwap']
1791,SVS,['Uniswap (v3)']
1792,GRAIN,['Uniswap (v2)']
1793,DAC,['Uniswap (v2)']
1794,STC,"['OKEx', 'Uniswap (v3)']"
1795,CEX,['PancakeSwap']
1796,TLOS,['Uniswap (v2)']
1797,BREAST,['Uniswap (v2)']
1798,PBTT,['HitBTC']
1799,sta,"['PancakeSwap', 'PancakeSwap']"
1800,dvf,['Bitfinex']
1801,ddd,['PancakeSwap']
1802,dbs,['Uniswap (v2)']
1803,CLNY,['Sushiswap']
1804,LOG,['Bitfinex']
1805,SACKS,"['Sushiswap', 'Uniswap (v3)']"
1806,UNL,"['Uniswap (v2)', 'Uniswap (v2)']"
1807,METAR,['PancakeSwap']
1808,SILV,['Uniswap (v3)']
1809,ONLEXPA,['PancakeSwap']
1810,2LC,['PancakeSwap']
1811,MGT,['PancakeSwap']
1812,SHPING,['Uniswap (v3)']
1813,ANRX,['Uniswap (v2)']
1814,KRN,['PancakeSwap']
1815,STQ,"['HitBTC', 'Hotbit']"
1816,MMON,['PancakeSwap']
1817,wow,['PancakeSwap']
1818,GENART,['Uniswap (v2)']
1819,TSR,['Uniswap (v2)']
1820,MOONCAT,['Sushiswap']
1821,KAR,['Kraken']
1822,NTK,"['YoBit', 'HitBTC']"
1823,NANJ,['HitBTC']
1824,CREAM,"['Sushiswap', 'Uniswap (v2)']"
1825,HOGE,['PancakeSwap']
1826,REQ,"['Uniswap (v2)', 'YoBit', 'KuCoin', 'Bancor']"
1827,BABYUSDT,['PancakeSwap']
1828,XLG,['ACX']
1829,STFIRO,['Uniswap (v2)']
1830,UNIDX,"['Uniswap (v2)', 'SpiritSwap']"
1831,UP,['Upbit']
1832,POG,['PancakeSwap']
1833,GFNC,['PancakeSwap']
1834,MDX,['Uniswap (v3)']
1835,YF4,['Uniswap (v2)']
1836,REFI,['PancakeSwap']
1837,SMBR,"['PancakeSwap', 'PancakeSwap']"
1838,ABS,['PancakeSwap']
1839,KIWI,['Uniswap (v3)']
1840,ANGLE,['Sushiswap']
1841,INUBIS,['Uniswap (v2)']
1842,BUIDL,['Uniswap (v2)']
1843,PLUG,"['Uniswap (v3)', 'Uniswap (v2)']"
1844,NAOS,['PancakeSwap']
1845,MFG,"['Uniswap (v2)', 'Uniswap (v2)']"
1846,HMC,['BigONE']
1847,LUXE,['PancakeSwap']
1848,ARV,['PancakeSwap']
1849,STMX,"['Uniswap (v3)', 'Binance', 'FTX']"
1850,REI,"['Uniswap (v2)', 'Uniswap (v3)']"
1851,IIC,"['Huobi Global', 'Uniswap (v2)']"
1852,YFSI,['Uniswap (v2)']
1853,USDK,"['Sushiswap', 'Bitfinex', 'Bitfinex']"
1854,METAMOON,['PancakeSwap']
1855,RING,"['SpiritSwap', 'Uniswap (v3)']"
1856,RARI,['Balancer (v1)']
1857,PANFT,['PancakeSwap']
1858,MEGA,['Uniswap (v2)']
1859,KOKOMO,['PancakeSwap']
1860,PEPR,['PancakeSwap']
1861,VEE,"['Trader Joe', 'Bitfinex', 'Balancer (v1)']"
1862,FLOKI,['PancakeSwap']
1863,ACAT,"['Hotbit', 'KuCoin']"
1864,TRIAS,['PancakeSwap']
1865,BRC,['ZB']
1866,ribt,['Trader Joe']
1867,PERL,['Binance']
1868,XTT-B20,"['PancakeSwap', 'PancakeSwap']"
1869,KURAI,"['PancakeSwap', 'PancakeSwap']"
1870,BETH,['PancakeSwap']
1871,KALA,['PancakeSwap']
1872,VRC,['Poloniex']
1873,RLQ,['PancakeSwap']
1874,MER,['Upbit']
1875,ECOIN,['HitBTC']
1876,GLCH,['Uniswap (v2)']
1877,GSM,['YoBit']
1878,RACA,['Uniswap (v2)']
1879,YFFS,['Uniswap (v2)']
1880,RBTC,['Bitfinex']
1881,GOAL,['PancakeSwap']
1882,URQA,['Uniswap (v2)']
1883,NFTG,['PancakeSwap']
1884,RNTB,"['HitBTC', 'HitBTC']"
1885,TEMPO,['Trader Joe']
1886,GRAND,['Uniswap (v2)']
1887,VTX,['PancakeSwap']
1888,PMA,"['Upbit', 'Uniswap (v2)']"
1889,RIV2,['PancakeSwap']
1890,NPX,"['HitBTC', 'Uniswap (v2)']"
1891,LIFE,['PancakeSwap']
1892,NET,"['HitBTC', 'Bittrex']"
1893,EXOD,['SpookySwap']
1894,ACT,"['OKEx', 'EXX', 'KuCoin']"
1895,DGSHIB,['PancakeSwap']
1896,BPM,['PancakeSwap']
1897,AUC,['Balancer (v1)']
1898,UNIFI,"['Uniswap (v2)', 'Uniswap (v3)']"
1899,PROM,"['FTX', 'Binance']"
1900,baxis,['PancakeSwap']
1901,ARB,['YoBit']
1902,AMLT,"['Liquid', 'Liquid', 'Liquid']"
1903,NFTY,['Uniswap (v3)']
1904,MVL,['Poloniex']
1905,BNS,['Uniswap (v2)']
1906,AETH,['Sushiswap']
1907,singh,['PancakeSwap']
1908,DKA,"['Upbit', 'Upbit']"
1909,ABT,"['Bittrex', 'OKEx', 'EXX', 'Bibox']"
1910,DES,['Uniswap (v2)']
1911,MEPAD,['PancakeSwap']
1912,sen,['PancakeSwap']
1913,FWC,['PancakeSwap']
1914,PHC,['PancakeSwap']
1915,OPS,['PancakeSwap']
1916,TFL,"['KuCoin', 'HitBTC']"
1917,ARC,"['PancakeSwap', 'PancakeSwap']"
1918,QUID,['Uniswap (v2)']
1919,BOR,"['Huobi Global', 'Uniswap (v3)']"
1920,COVER,['Uniswap (v2)']
1921,KINTA,"['Apeswap', 'PancakeSwap']"
1922,SNAP,['PancakeSwap']
1923,b8t,"['PancakeSwap', 'PancakeSwap']"
1924,RBIES,['YoBit']
1925,FVT,['Uniswap (v2)']
1926,FIO,['Binance']
1927,HMQ,['Upbit']
1928,EXE,['Poloniex']
1929,NIFTY,['PancakeSwap']
1930,ARTE,['Uniswap (v2)']
1931,MIST,['Sushiswap']
1932,CGG,['Sushiswap']
1933,STAK,['HitBTC']
1934,MNS,['Uniswap (v2)']
1935,ECCHI,['PancakeSwap']
1936,SAFESTAR,['PancakeSwap']
1937,PECO,['Sushiswap']
1938,TCT,"['EXX', 'OKEx']"
1939,CHSB,['KuCoin']
1940,YUP,['Uniswap (v2)']
1941,mct,['PancakeSwap']
1942,HNS,['BigONE']
1943,VOT,['Bit-Z']
1944,EURT,['Uniswap (v3)']
1945,FTE,['PancakeSwap']
1946,BEEINU,['PancakeSwap']
1947,NNB,['CoinEx']
1948,DBET,['HitBTC']
1949,NEWB,"['PancakeSwap', 'PancakeSwap']"
1950,EARN,['PancakeSwap']
1951,BLUE,['PancakeSwap']
1952,RBX,"['PancakeSwap', 'Uniswap (v2)']"
1953,HOFF,"['Uniswap (v2)', 'Uniswap (v3)']"
1954,WIB,['Bitforex']
1955,ZATCOIN,['PancakeSwap']
1956,gst,"['PancakeSwap', 'PancakeSwap']"
1957,koi,['Uniswap (v2)']
1958,MDA,['Uniswap (v2)']
1959,MPH,['Uniswap (v3)']
1960,FNC,['Uniswap (v3)']
1961,VEST,['PancakeSwap']
1962,DXY,['Uniswap (v2)']
1963,DCTD,['Uniswap (v3)']
1964,KALM,['PancakeSwap']
1965,usdd,['Uniswap (v3)']
1966,LOFI,['PancakeSwap']
1967,MYO,['Bitforex']
1968,XSGD,"['Uniswap (v3)', 'Uniswap (v3)']"
1969,WFIL,"['Gemini', 'Gemini', 'Uniswap (v2)']"
1970,DELOS,['PancakeSwap']
1971,RUPX,['YoBit']
1972,MAXI,['Trader Joe']
1973,MNOP,['PancakeSwap']
1974,XIOT,['Uniswap (v2)']
1975,NICE,['Uniswap (v2)']
1976,DERO,"['Hotbit', 'CoinEx']"
1977,X,['Sushiswap']
1978,CZRX,['Balancer (v1)']
1979,XTP,['Uniswap (v2)']
1980,XSUSHI,['Sushiswap']
1981,MEME,['Upbit']
1982,smc,"['PancakeSwap', 'PancakeSwap']"
1983,WHL,['Uniswap (v2)']
1984,MASH,['PancakeSwap']
1985,WHIS,['Uniswap (v2)']
1986,rloop,['Trader Joe']
1987,PKR,['Bittrex']
1988,OS,['Uniswap (v3)']
1989,ARIA20,['Sushiswap']
1990,PIGGY,"['PancakeSwap', 'Trader Joe']"
1991,GDC,['Uniswap (v2)']
1992,PNL,['Uniswap (v2)']
1993,WSG,['PancakeSwap']
1994,FOL,['Bittrex']
1995,ID,"['PancakeSwap', 'Bitfinex']"
1996,USDS,['Bittrex']
1997,XBY,['YoBit']
1998,SUPS,['PancakeSwap']
1999,TRISM,['Uniswap (v2)']
2000,GIM,['Gatecoin']
2001,ARCO,['YoBit']
2002,IFOOD,['Allcoin']
2003,IMO,['PancakeSwap']
2004,MBONK,['Uniswap (v3)']
2005,BMON,"['PancakeSwap', 'PancakeSwap']"
2006,PROS,"['Uniswap (v2)', 'Sushiswap']"
2007,JOT,['HitBTC']
2008,SBD,"['HitBTC', 'Bittrex']"
2009,INVOX,['Uniswap (v2)']
2010,ISLA,['Uniswap (v2)']
2011,SMAX,['Uniswap (v2)']
2012,BAC,['Uniswap (v2)']
2013,FHTN,"['PancakeSwap', 'PancakeSwap']"
2014,catpay,"['PancakeSwap', 'PancakeSwap']"
2015,KP4R,['Uniswap (v2)']
2016,MONO,['PancakeSwap']
2017,URG-U,['PancakeSwap']
2018,PRDX,['Uniswap (v2)']
2019,POL,['PancakeSwap']
2020,blst,['PancakeSwap']
2021,PUNKS,['Uniswap (v3)']
2022,WEST,['Tidex']
2023,BTN,['ZB']
2024,AVAXUP,['PancakeSwap']
2025,ECO,['YoBit']
2026,PICA,['Uniswap (v2)']
2027,ALPACA,"['Binance', 'PancakeSwap', 'Sushiswap']"
2028,M2O,['Bitforex']
2029,EVIL,['YoBit']
2030,SHUSKY,['Uniswap (v2)']
2031,EKO,['HitBTC']
2032,PING,['PancakeSwap']
2033,xmeta,['PancakeSwap']
2034,SUM,['Sushiswap']
2035,mint,['Uniswap (v2)']
2036,BSCX,"['PancakeSwap', 'PancakeSwap']"
2037,QSD,"['PancakeSwap', 'PancakeSwap']"
2038,PREMIA,['Uniswap (v3)']
2039,XLR,['KuCoin']
2040,RBI,['Uniswap (v2)']
2041,SAV3,['Uniswap (v2)']
2042,VXV,['Uniswap (v2)']
2043,VAI,['PancakeSwap']
2044,AE,"['Binance', 'OKEx', 'HitBTC']"
2045,JPYC,['Uniswap (v3)']
2046,SLINK,['Curve']
2047,SBP,['PancakeSwap']
2048,FLDC,['EXX']
2049,SOON,['Bittrex']
2050,CPTINU,['Uniswap (v2)']
2051,DUCK,['Uniswap (v3)']
2052,GUM,['PancakeSwap']
2053,PLF,['Uniswap (v2)']
2054,MCB,"['FTX', 'Uniswap (v2)']"
2055,LEXI,['PancakeSwap']
2056,ZSC,['HitBTC']
2057,GLMR,"['KuCoin', 'Binance']"
2058,MULTI,['Apeswap']
2059,ZEP,['PancakeSwap']
2060,EMP,"['PancakeSwap', 'PancakeSwap']"
2061,CSNO,['HitBTC']
2062,DFAI,['PancakeSwap']
2063,PACOCA,"['Apeswap', 'PancakeSwap']"
2064,SUG,['PancakeSwap']
2065,MINISHIB,['Uniswap (v2)']
2066,sdby,"['Apeswap', 'PancakeSwap']"
2067,zenc,['PancakeSwap']
2068,CRYPT,['PancakeSwap']
2069,BST,"['Uniswap (v3)', 'Bittrex']"
2070,ROOM,"['Uniswap (v3)', 'PancakeSwap', 'Sushiswap']"
2071,W3C,['HitBTC']
2072,class,['PancakeSwap']
2073,DIFX,['PancakeSwap']
2074,XQN,['YoBit']
2075,RDD,['Upbit']
2076,SAITOKI,['Uniswap (v2)']
2077,VBIT,['Uniswap (v2)']
2078,ARKER,['PancakeSwap']
2079,HEC,['Apeswap']
2080,POC,['PancakeSwap']
2081,PULI,"['PancakeSwap', 'PancakeSwap']"
2082,ALLUO,['Balancer (v2)']
2083,SWAP,['PancakeSwap']
2084,DYP,['PancakeSwap']
2085,FINS,['PancakeSwap']
2086,OUSE,['PancakeSwap']
2087,$dreamn,['PancakeSwap']
2088,LYN,['Uniswap (v2)']
2089,UBU,['Uniswap (v2)']
2090,WWB,['Bitforex']
2091,ESHARE,['PancakeSwap']
2092,PNG,"['Trader Joe', 'Trader Joe']"
2093,X2Y2,['Uniswap (v3)']
2094,BAX,['KuCoin']
2095,BRDG,['HitBTC']
2096,WTF,['Uniswap (v3)']
2097,BIZZ,['Uniswap (v2)']
2098,$adoge,['PancakeSwap']
2099,SMRTR,"['Trader Joe', 'Trader Joe']"
2100,ARA,['PancakeSwap']
2101,CARMA,['PancakeSwap']
2102,ENGT,['HitBTC']
2103,COCK,['PancakeSwap']
2104,SAI,"['CoinEx', 'Uniswap (v3)', 'Bittrex']"
2105,SPS,['PancakeSwap']
2106,TMTG,"['Uniswap (v2)', 'Uniswap (v2)']"
2107,CHF,"['Currency.com', 'Currency.com']"
2108,TRDC,['PancakeSwap']
2109,tbs,['PancakeSwap']
2110,VGX,['Coinbase Exchange']
2111,TOKO,['PancakeSwap']
2112,USDCET,['PancakeSwap']
2113,terraform,['Uniswap (v2)']
2114,NFTASCII,['PancakeSwap']
2115,NIMBUS,['Uniswap (v2)']
2116,GM,['Uniswap (v2)']
2117,WAGMI,['Sushiswap']
2118,SMG,['PancakeSwap']
2119,CTS,['PancakeSwap']
2120,vizslaswap,['PancakeSwap']
2121,BBC,"['Bit-Z', 'HitBTC']"
2122,FRAT,['PancakeSwap']
2123,LZP,['PancakeSwap']
